text,label
Taxi lights off,Parking
Engine 1 is off.,Parking
Engine one is off.,Parking
Taxi lights off,Parking
Parking checklist please,Parking
Engines off,Parking
Fuel pumps off,Parking
Yellow electric pump off,Parking
Parking checklist complete,Parking
Beacon is off.,Parking
"Okay crew, all doors are unlocked",Parking
Connect the ground power.,Parking
Connecting the ground power.,Parking
Parking brake or chocks,Parking
Chocks are in position,Parking
We have chocks in place,Parking
We have chock in place,Parking
Shutdown checklist,Parking
Hydraulic pump,Parking
Shutdown checklist complete,Parking
Shutdown checklist completed,Parking
Parking brake set at gate,Parking
Chocks being placed,Parking
Ground power unit connected,Parking
Passenger bridge moving into position,Parking
Baggage carts approaching aircraft,Parking
Fuel truck standing by at gate,Parking
Engines shutdown sequence initiated,Parking
APU running for ground operations,Parking
Ground services connected at gate,Parking
Parking checklist in progress,Parking
Parking brake or chocks?,Parking
Parking brake is set,Parking
Engines off,Parking
Fuel pumps off,Parking
Yellow electric pump off,Parking
Parking checklist complete,Parking
Chocks are set,Parking
All doors in park,Parking
Ground crew signaling stop position,Parking
Marshaller guiding to final position,Parking
Approaching stand 45,Parking
Stand 17 ahead,Parking
Turning onto final parking position,Parking
Stopping at gate position,Parking
Parking guidance system active,Parking
Reducing to walking speed,Parking
Six knots maximum for parking,Parking
Final alignment with gate,Parking
Cabin crew preparing for arrival,Parking
Doors to manual for arrival,Parking
Ground handling equipment in position,Parking
Catering trucks approaching,Parking
Cleaning crew standing by,Parking
Maintenance crew ready for inspection,Parking
Parking stand confirmed,Parking
Gate B12 assigned,Parking
Stand 30 confirmed,Parking
Hotel One parking position,Parking
Final parking checks complete,Parking
Aircraft secured at gate,Parking
External power established,Parking
Ground air connected,Parking
All systems on ground power,Parking
Parking sequence completed,Parking
Ground crew saluting,Parking
Marshaller signaling shutdown,Parking
Parking procedure finished,Parking
Aircraft in parking configuration,Parking
Final shutdown checks done,Parking
"Munich Ground, Lufthansa 456, approaching stand A12",Parking
"Lufthansa 456, roger, marshaller guiding to parking position",Parking
"Marshaller guiding, Lufthansa 456",Parking
"SWISS 789, approaching gate B7, marshaller in sight",Parking
"SWISS 789, roger, parking stand B7, chocks will be placed",Parking
"Parking stand B7, SWISS 789",Parking
"Austrian Airlines 112, at stand C5, ready for shutdown",Parking
"Austrian Airlines 112, shutdown approved, ground power available",Parking
"Shutdown approved, Austrian Airlines 112",Parking
"Brussels Airlines 334, in position remote stand 45",Parking
"Brussels Airlines 334, chocks being placed, ground services connected",Parking
"Chocks placed, Brussels Airlines 334",Parking
"Eurowings 567, at stand D8, parking brake set",Parking
"Eurowings 567, roger, passenger bridge moving into position",Parking
"Passenger bridge moving, Eurowings 567",Parking
"Lufthansa 891, maintenance area, engines shutdown",Parking
"Lufthansa 891, roger, maintenance crew approaching",Parking
"Maintenance crew approaching, Lufthansa 891",Parking
"Air France 223, at gate A15, shutdown complete",Parking
"Air France 223, ground power connected, baggage carts approaching",Parking
"Ground power connected, Air France 223",Parking
"British Airways 445, stand B22, parking checklist complete",Parking
"British Airways 445, fuel truck standing by, catering inbound",Parking
"Fuel truck standing by, British Airways 445",Parking
"KLM 667, at stand C10, marshaller signaling stop",Parking
"KLM 667, position correct, chocks coming",Parking
"Position correct, KLM 667",Parking
"Iberia 889, de-icing pad 3, ready for parking",Parking
"Iberia 889, hold position, de-icing crew approaching",Parking
"Holding position, Iberia 889",Parking
"Turkish Airlines 556, remote stand 67, in parking position",Parking
"Turkish Airlines 556, ground equipment clear, safe for shutdown",Parking
"Ground equipment clear, Turkish Airlines 556",Parking
"SAS 778, at gate A8, parking brake set",Parking
"SAS 778, passenger bridge connected, ground services established",Parking
"Passenger bridge connected, SAS 778",Parking
"TAP Air Portugal 990, hard stand parking complete",Parking
"TAP 990, roger, ground power and air conditioning connected",Parking
"Ground services connected, TAP 990",Parking
"Lufthansa 234, VIP terminal, shutdown in progress",Parking
"Lufthansa 234, VIP handlers standing by",Parking
"VIP handlers standing by, Lufthansa 234",Parking
"Eurowings Discover 116, cargo area, parking position",Parking
"Eurowings Discover 116, cargo handlers ready, shutdown approved",Parking
"Shutdown approved, Eurowings Discover 116",Parking
"SWISS 672, business aviation, at parking stand",Parking
"SWISS 672, marshaller signals parking complete",Parking
"Parking complete, SWISS 672",Parking
"Austrian Airlines 445, gate B15, all engines shutdown",Parking
"Austrian Airlines 445, ground operations complete",Parking
"Ground operations complete, Austrian Airlines 445",Parking
"Brussels Airlines 223, stand D12, parking checklist finished",Parking
"Brussels Airlines 223, all services connected, aircraft secure",Parking
"Aircraft secure, Brussels Airlines 223",Parking
"Eurowings 334, hangar 4, positioned for maintenance",Parking
"Eurowings 334, maintenance crew has the aircraft",Parking
"Maintenance crew has aircraft, Eurowings 334",Parking
"Lufthansa 901, international terminal, parking complete",Parking
"Lufthansa 901, disembarkation in progress",Parking
"Disembarkation in progress, Lufthansa 901",Parking
"Air France 556, gate C7, shutdown procedure complete",Parking
"Air France 556, all ground handlers clear",Parking
"All handlers clear, Air France 556",Parking
"British Airways 778, stand A5, final parking checks",Parking
"British Airways 778, aircraft secured at gate",Parking
"Aircraft secured, British Airways 778",Parking
"KLM 990, remote stand 23, parking confirmed",Parking
"KLM 990, ground services established, safe to disembark",Parking
"Safe to disembark, KLM 990",Parking
"Turkish Airlines 445, gate B9, parking sequence complete",Parking
"Turkish Airlines 445, all doors to manual for arrival",Parking
"Doors to manual, Turkish Airlines 445",Parking
"SAS 667, maintenance parking, shutdown complete",Parking
"SAS 667, engineers approaching for inspection",Parking
"Engineers approaching, SAS 667",Parking
"Lufthansa 112, stand A12, parking procedure finished",Parking
"Lufthansa 112, aircraft in parking configuration",Parking
"Aircraft in parking configuration, Lufthansa 112",Parking
"SWISS 889, gate C5, all systems on ground power",Parking
"SWISS 889, external power established",Parking
"External power established, SWISS 889",Parking
"Austrian Airlines 778, stand D8, final shutdown checks",Parking
"Austrian Airlines 778, parking brake set, chocks in position",Parking
"Parking brake set, chocks in position, Austrian Airlines 778",Parking
Ground connected. Good morning,Parking
Ground connected.,Parking
Beacon is turned off.,Parking
Beacon light is off.,Parking
Beacon turned off,Parking
Very nice.. Chucks in position.,Parking
Chucks are set in positions,Parking
Can we get power?,Parking
Can you please connect the power?,Parking
External power available in 1 minute.,Parking
Power available within a few moments.,Parking
Power available shortly,Parking
Turning off the APU.,Parking
"Okay, then we are turining off the APU.",Parking
Engine shut down right.,Parking
Engine shut down left.,Parking
Engine shut down one.,Parking
Engine shut down two.,Parking
Engine shut down 1.,Parking
Engine shut down 2.,Parking
PDF data that needs to be edited,Conversation
And you calculated the performance for that I assume?,Conversation
"Okay, let's see what changed.",Conversation
"Okay, let's do that.",Conversation
Let's see. Let's see what we get.,Conversation
Perfect. So I enter 60 degrees,Conversation
"Yeah, perfect.",Conversation
Then we entered everything. Yeah. So then we're ready for briefing. What do you think?,Conversation
Sure.,Conversation
"Yeah, perfect.",Conversation
And so we have a stop margin of 741 meters.,Conversation
And so we are fine for this.,Conversation
So do we have any specials?,Conversation
"Regarding the aircraft, no. No.",Conversation
"All the specials will come later in Prague. In Prague. That's good. As of now, no specials.",Conversation
Okay. And it's no oil landing if you come back. Yeah.,Conversation
"As soon as it's started, auto check completed, one minute and we can go.",Conversation
"Okay, they said we should wait a minute or two.",Conversation
"Okay, Odomo.",Conversation
"I put in Odomo minus 250, and then 250, which is lower.",Conversation
We have a little bit of time.,Conversation
Let's see what it calculates.,Conversation
"Yeah, we can wait a little bit.",Conversation
"Yeah, so we have...",Conversation
There are two and one in the sequence.,Conversation
This is special.,Conversation
This is important.,Conversation
Yeah.,Conversation
But we don't do that and we don't land there.,Conversation
And so that's all good.,Conversation
We have restrictions about the APU.,Conversation
We can switch it on 20 minutes prior departure and I think we have to switch it off five minutes after arrival.,Conversation
Okay.,Conversation
Do you have more to add?,Conversation
"No, I mean the speeds, more or less standard speeds for us now, 162.4.",Conversation
"Yeah, so it's like Palma.",Conversation
Yeah.,Conversation
"Yeah, and I'll ask the air traffic controller regarding the speed.",Conversation
Okay.,Conversation
But I'll ask him.,Conversation
"Okay, that's a good idea.",Conversation
If you keep an eye on the speeds to make sure that we do it like instructed.,Conversation
"If they tell us we should fly the standard speeds, you have them over there.",Conversation
"I keep the map or so, the approach chart and we have this both together available.",Conversation
That will be good.,Conversation
Do you want to maybe quickly check regarding the fueling for the weather?,Conversation
"Yeah, let's talk about that.",Conversation
So the weather in Dusseldorf was fine or do we see any...,Conversation
We can just check again.,Conversation
Let's go ahead.,Conversation
"Let's go ahead, get the next bit of the weather.",Conversation
But I think it was really good.,Conversation
Yeah.,Conversation
Let's see.,Conversation
So we need for 648 and we arrive with 2 tons.,Conversation
"We're going to arrive with an hour, so 2 tons plus quantity.",Conversation
Yeah.,Conversation
"Right now, the weather in Dusseldorf is good.",Conversation
"The alternate weather is just a little low clouds like in Dusseldorf, a little hazy.",Conversation
And now the data links just stopped working.,Conversation
But we got a forecast from Dusseldorf that is not that old.,Conversation
So then it's fine.,Conversation
So you are the pilot flying.,Conversation
What do you suggest?,Conversation
I would have suggested 5-4.,Conversation
That's good.,Conversation
That would have given us 15 minutes in case.,Conversation
That's perfect.,Conversation
Then we can order that.,Conversation
That's great.,Conversation
Perfect.,Conversation
Then I'll give that a try.,Conversation
Then we have 15 minutes of extra fuel.,Conversation
Then we'll land with a little bit more than an hour.,Conversation
Yeah.,Conversation
Once we are in Dusseldorf.,Conversation
That's fine to me.,Conversation
Sounds good.,Conversation
So we should be...,Conversation
Yeah.,Conversation
15 minutes on target.,Conversation
Yeah.,Conversation
Data link.,Conversation
"Yeah, it's good weather.",Conversation
Good weather.,Conversation
Okay.,Conversation
"Dusseldorf, Munster, Cologne.",Conversation
Perfect.,Conversation
Sounds good.,Conversation
It's still strange to see Cologne 1-3 right instead of 1-4 right.,Conversation
Yeah.,Conversation
It's still very strange.,Conversation
A change was done a few months ago.,Conversation
Yeah.,Conversation
And I was even flying to Cologne on a day where it was still the old numbering.,Conversation
Yeah.,Conversation
But it was already painted with the new one.,Conversation
"Oh, okay.",Conversation
Yeah.,Conversation
So that was completely...,Conversation
Even more confusing.,Conversation
So it looked like that we were landing on the wrong runway.,Conversation
Yeah.,Conversation
I even recorded.,Conversation
"Maybe I have to make a video of that because it was really, really interesting.",Conversation
Yeah.,Conversation
Yeah.,Conversation
So the descent to Aas was different from what it was looking for.,Conversation
So let's start the descent.,Conversation
Yeah.,Conversation
Then I make an announcement for our passengers.,Conversation
Yeah.,Conversation
"If you're ready to take the controls, let me know.",Conversation
"Okay, yeah, I'm ready.",Conversation
"Okay, you have control.",Conversation
I have control.,Conversation
"Okay, 3-7.",Conversation
"Okay, 3-7.",Conversation
A warm hello from the cockpit.,Conversation
I am your captain.,Conversation
I greet you on behalf of my colleagues in the cockpit.,Conversation
... our first officer.,Conversation
We are already relatively far in the flight course.,Conversation
We are waiting for the landing in Prague on time.,Conversation
That means 8.13 a.m. here after the display of our board computer.,Conversation
"That can be a moment earlier or later, depending on how the traffic is represented in the approach.",Conversation
The weather in Prague is currently a bit through.,Conversation
It is cloudy and one or the other rain shower is still reported in the vicinity of the airport.,Conversation
"Otherwise, it should be fine in the course of the next few hours.",Conversation
The temperature is currently indicated at the ground with 20 degrees Celsius.,Conversation
We are now taking care of the cockpit.,Conversation
We would like to thank you for being with us today.,Conversation
We hope you have a good time with us on board.,Conversation
We wish you a nice stay in Prague and a pleasant and safe journey.,Conversation
Thank you very much.,Conversation
Welcome also from the flight deck.,Conversation
I am your captain and also on behalf of my colleague.,Conversation
"First officer, I would like to welcome your mortars Airbus 320.",Conversation
And we are already in the approach.,Conversation
Expect to land in Prague at 8.13 a.m.,Conversation
This is on time.,Conversation
The weather is right now a little cloudy with one or the other rain shower.,Conversation
But it should be dry out over the next few hours.,Conversation
So the temperature is 20 degrees Celsius and winds from west is about 10 km per hour.,Conversation
At this time we are on the flight deck.,Conversation
We would like to thank you for joining us for the flight.,Conversation
We wish you a nice stay in Prague and a safe trip wherever you are traveling to today.,Conversation
Thank you.,Conversation
Okay.,Conversation
Did I miss something?,Conversation
"Yeah, we are descending flight level 170.",Conversation
I was not on that.,Conversation
That was nothing.,Conversation
"Okay, then I switch on the fast seatbelt sign.",Conversation
I have control.,Conversation
You have control.,Conversation
Do we need sunglasses or not? I don't know.,Conversation
Now yes.,Conversation
I think during the approach probably not.,Conversation
"Yeah, so it's a different task.",Conversation
You have control for a second again.,Conversation
You are still working on your sunglasses.,Conversation
Because I need to find mine too.,Conversation
But I'm still good for the time.,Conversation
Take your time.,Conversation
I have control.,Conversation
"Okay, you have control.",Conversation
Let me have a look for my sunglasses too.,Conversation
So.,Conversation
I'm going to get a flight list of my information please.,Conversation
It's very strange.,Conversation
They are very difficult to understand sometimes.,Conversation
"Yeah, it's something with the radio.",Conversation
Yeah.,Conversation
It's always the flight level.,Conversation
"Yeah, always the flight level.",Conversation
Always the flight level.,Conversation
That comes in fine.,Conversation
So let's see.,Conversation
Let's look.,Conversation
There is one cloud but this looks like this is behind the airport somehow.,Conversation
Yeah.,Conversation
So do we expect a shortcut or so?,Conversation
Let me just look here.,Conversation
That's good.,Conversation
"Roger, Alpine 34J.",Conversation
"So, good.",Conversation
"Direct RASU, okay.",Conversation
"So the preceding traffic got a base time at RASU so I'm guessing we'll probably have the same, maybe a little shorter than maybe RASU.",Conversation
"Yeah, this is getting to see how much this is.",Conversation
"Yeah, no problem sir.",Conversation
"Yeah, it's just a little bit down here.",Conversation
"Let me continue, let me continue.",Conversation
First I'll open descent.,Conversation
"This is weather, just a little bit more realistic.",Conversation
We do have a few Cb's.,Conversation
Yes.,Conversation
QNH is now 1017.,Conversation
1017 is set.,Conversation
"And 20 degrees, the wind is variable 2 knots.",Conversation
"Okay, so can you enter that in the MCD please?",Conversation
Sure.,Conversation
"You can enter 0 wind if you want with 2 knots variable, doesn't matter.",Conversation
Okay.,Conversation
Thank you.,Conversation
Welcome.,Conversation
"Looks like the airport, there is no weather.",Conversation
It's all behind the airport.,Conversation
A few clouds here.,Conversation
The large clouds are...,Conversation
Just a low descent. Maybe we get a short one too.,Conversation
Looks to me that...,Conversation
"Looks to me that FL70, that the path is not too bad right now.",Conversation
So that's a low descent. FL70.,Conversation
"I think we have to ask him if he has any speed control, because we are coming into the downwind, or we are already in the downwind.",Conversation
"And here in ZW, do you have any speed control in front?",Conversation
"Yes, sir.",Conversation
"Do you want to fly at a specific speed, or do we have free speed, or going ZW up to your downspeed limit?",Conversation
Thank you.,Conversation
Good. Then we are good to go.,Conversation
"Total air temperature plus 12, okay.",Conversation
"Looks dark, but it's okay.",Conversation
Do you agree that the straight track is okay for the time zone?,Conversation
Yeah.,Conversation
Okay.,Conversation
"I think we are quite lucky with our track, to be honest.",Conversation
Yes. Oh yeah. I agree.,Conversation
Yeah.,Conversation
"Guys, think speed is good, 250, for the cloudy situation, that's okay.",Conversation
Yeah.,Conversation
And let me see.,Conversation
What about three degrees to the left?,Conversation
"Yes, maybe.",Conversation
Can we ask?,Conversation
What heading do you want?,Conversation
"Yeah, heading, let's do it, just three to the left.",Conversation
"I'll have one, request a left turn by five degrees.",Conversation
Approved.,Conversation
"Okay, heading.",Conversation
We can ask him if we can turn back to Erasmus.,Conversation
"And with the cloud, originally, the approach, the cloud really looked like not red, but it came red as we came closer.",Conversation
"I monitor or apply maximum braking, raise the thrust levers to the interlock, verify",Conversation
I will close the thrust levers and disconnect the auto throttle.,Conversation
"With about 300 tonnes for takeoff, 260, 40 tonnes, 80 divided by three, about 25 minutes",Conversation
"OK, OK, so based off Abu Dhabi runway one three left full, dry wind is one sixty at",Conversation
optimum optimum auto first alternate engine auto optimum based on three zero one,Conversation
"So this is Andy, this is David, this is his mother, and this is his son, so he's showing us here, he's even turning the driver, so it's nice to hear that someone's here, and what is this? Is this the driver?",Conversation
"So I had a different career before flying, so I always wanted to fly, but I went through",Conversation
"a different path, and then about 2004 I started flight training, took the plunge and finished",Conversation
"flight training at Oxford in 2006, and I was lucky enough to get a job with Jet2 at the",Conversation
"end of 2006, starting on the 757 from Manchester.",Conversation
"I spent six years in the UK flying, the routes were around the Mediterranean, down to the",Conversation
"Canaries, Turkey, sometimes into the Middle East, and then applied to Etihad in 2011,",Conversation
"I think started with Etihad 2012 on the 777 passenger fleet, and then moved on to the",Conversation
"787 with a dual rating, and then upgraded to captain in 2017, came back on to the 777,",Conversation
"again on to the 787, and then in 2020 moved on to the cargo fleet with Etihad.",Conversation
"So I've been lucky to fly Boeing 757, 777 and the 787, about 15, 16 years flying now.",Conversation
"It looks so spoiled over here, but the new day is...",Conversation
"So, like, neatly aligned.",Conversation
"So, I've been asked to explain a little bit, to give you a little bit of explanation about",Conversation
the 777 and specifically the freighter.,Conversation
"So, obviously this type is the dedicated freighter, built as a freighter with the large door,",Conversation
the large loading door.,Conversation
It's a very efficient aeroplane for its size.,Conversation
It can carry a maximum payload of around 105 tonnes.,Conversation
"Typically, the fuel burn on a 777 in flight is around between 7 and 8 tonnes per hour.",Conversation
"So, for the size of aircraft, the maximum take-off weight around about 340 tonnes.",Conversation
"It's a good aeroplane, it's a quite efficient aeroplane.",Conversation
"Being a twin-engine aeroplane as well, it's relatively low fuel burn compared to, say,",Conversation
"the previous generation, say, the 747-400.",Conversation
"And as we were discussing earlier, the 777-300ER is starting to be retired from some passenger",Conversation
services around the world.,Conversation
"In fact, Etihad Engineering, on the ground in Abu Dhabi, they have the building and facility,",Conversation
"aren't they, to convert the 300ERs into dedicated freight aircraft.",Conversation
A little bit extra range in the ER.,Conversation
"And I'm not exactly sure what the payload will be, but as the 747 freighters become older,",Conversation
I think the retired passenger 777-300s will be converted.,Conversation
And I think the future for this aircraft is probably more and more as a freighter.,Conversation
"I'm not exactly sure on the fuel burn, but I believe a 747-400 is around 11 tonnes, 12 tonnes per hour",Conversation
"in flight, with a payload of around about 120 tonnes.",Conversation
"And I think that's about it. You mentioned pretty much all the threats that we have today going into frame, but I don't see anything else.",Conversation
"If we land on 25R, then taxiing is going to be a lot longer taxi. Unfamiliar, perhaps, but from 25L, relatively short taxi.",Conversation
"Yeah, and that can be, if we land on 25R, long taxi can lead to taxiway incursions and so on.",Conversation
"So when we're on the ground, we just mitigate that by constantly being on the track. And if we're unsure, we stop and we confirm.",Conversation
"I think perhaps to mention, it's quite a warm day, 27, 28 degrees in Frankfurt. We're pretty heavy, landing around 250 tons.",Conversation
"So I can see you've set up for Flax 30, but fairly high speeds and great temperatures, but we'll cover that in the performance.",Conversation
"You also talked about the low transition altitude, so that can lead us to sometimes forgetting about the approach checklist, so we make sure that we've completed all these checklists.",Conversation
"Depending on the stand that we give them, as we get closer, maybe we'll talk to the ground operations to see if we can get the stand.",Conversation
"Aircraft status, no change since departure and nothing on the MAL affecting our",Conversation
"cruise. On route alternates as we just discussed the weather for Bahrain, Kuwait",Conversation
left or right up to 25 nautical miles. Descent strategy as company policy,Conversation
obstacle clearance. However on the engine outs,Conversation
"Yeah.. Overweight landing implications, so currently asked is anything overweight? If",Conversation
especially to Bahrain. Okay. Fuel requirements at the moment landing into,Conversation
Frankfurt with 10.8 tons plus a little bit due to the diversion and route 2,Conversation
east. ATC today gave us an early turn so we turned quite early out of our,Conversation
departure and started tracking out towards so we head out towards boss of,Conversation
primary flight display. Everything is kind of grouped based on the traditional,Conversation
"instrumentation, Boeing instrumentation. You've got your speed tape here,",Conversation
and the magenta line is your LNAV track. Currently routing direct towards copy,Conversation
indications are the same and then you've got your engine instruments in the,Conversation
for the engine. We show these on engine start but normally in flight we'd leave,Conversation
to select panel to bring the different pages up. That shows you the hydraulics,Conversation
master will ask for specific temperatures to be set if it's fresh,Conversation
up to the glare shield this is the mode control panel which is your main way of,Conversation
controlling the autopilot. All the modes are there and basically any,Conversation
selections you make here will be reflected in the primary flight display,Conversation
mainly these flight mode enunciators so you can see we have LNAV selected which,Conversation
"nd of 2006, starting on the 757 from Manchester.",Conversation
the large loading door.,Conversation
t can carry a maximum payload of around 105 tonnes.,Conversation
"But generally, it's around about the Sierra 11, Sierra 16, so the 600 stands or 500 stands, right?",Conversation
"Ok, and then we both do our memory items, on the way down we do any checklist, non-normal checklist, get the local QNH, inform ATC, most important make a MEDIC, I'll let everyone in the area know",Conversation
"For the comms, we have SIPTLC once we enter Janak",Conversation
"Yeah, I will set up for Mumbai and I will give it a call to do our circle check",Conversation
"For the comms, we have SIPTLC once we enter Janak",Conversation
"And the tower gave us a taxi clearance today to go Delta, left turn on E4, then right turn on Charlie",Conversation
"And all the way to holding point A for the wrong way, 34R in Doha",Conversation
And that is something that we on ground cross check with our FMC,Conversation
"The maximum speed for the turn was 210, then Serga below 4,000",Conversation
"And then later on they told us to just proceed unrestricted climb 12,000",Conversation
And from there the control passes to fly level 250 to be below Bundu,Conversation
Initially we normally all the pilots or the crew we meet up at the QROC at the dispatch area,Conversation
"the number of passengers, where they are sitting, where they are seated",Conversation
From there we have the loadmaster or the dispatch agent,Conversation
Then when the other one returns to the cockpit from the walk around,Conversation
"While the other one is in the cockpit, we set up the aircraft for the expected flight plan",Conversation
So today as Captain mentioned on ground,Conversation
From Doha until we arrive to Maldives we will be crossing different air spaces,Conversation
Calculate the performance,Conversation
So basically we will contact like 10 minutes before Mumbai by HF,Conversation
So basically we will log on here with Mumbai,Conversation
Even if we want to climb or descend we can do everything through this tool,Conversation
Without the need to call to Mumbai,Conversation
Okay on landing they normally tell us which side to vacate but we expected to vacate to the left and fairly short taxi but we can do single engine taxi with time permitting.,Conversation
Just a quick look at the fuel we got 10.1 landing fuel at the moment it's 8 points the planned arrival fuel is just check.,Conversation
"the low transition, radar vectors, track shortening, hot day, quite high landing weight but.",Conversation
fairly short taxi and possible possible runway change we'll see.,Conversation
The plan is to land into Frankfurt's runway 25L ILS approach.,Conversation
The ILS approach will have us from a lead key onto a decision altitude of 562.,Conversation
And a missed approach altitude of 5000 feet.,Conversation
Understood.. Following the missed approach procedure that's in the FNC.,Conversation
"On landing, runway 25L, expect to vacate around about Romeo 13 and then right Romeo.",Conversation
"the low transition, radar vectors, track shortening, hot day, quite high landing",Conversation
weight but. fairly short taxi and possible possible runway change we'll see.,Conversation
Happy with that? Happy with that. Briefly complete. Alright so we'll do the descent checklist.,Conversation
Okay so we'll put the main deck flow on high.,Conversation
"Rhein, good afternoon, Etihad 901, flight number 320.",Conversation
"the low transition, radar vectors, track shortening, hot day, quite high landing",Conversation
it's quite a warm day our performance requires flaps 32 the higher approach,Conversation
off on runway 1-3 left out of Abu Dhabi and the approach the departure that we,Conversation
boss of one foxtrot so we took off on runway 1-3 left out on our heading,Conversation
straight ahead and the initial the initial departure shows that we would,Conversation
zero fuel weight than the passenger versions. Flight deck as I mentioned is,Conversation
and the magenta line is your LNAV track. Currently routing direct towards copy,Conversation
synoptic. We've got the gear here this shows you brake temperatures and tire,Conversation
"rest of the cockpit you've got the gears you've got the auto brake selector, two",Conversation
messages like this or get some weather send and receive messages,Conversation
pitch trim the speed brake thrust reversers are just behind here and then,Conversation
standard flap setting sometimes flaps 15 and very occasionally flaps 20 for takeoff.,Conversation
For landing today we'll be using either flaps 30 or flaps 25. Standard would be,Conversation
flaps 25 if you're heavy if the runway is wet etc we'd use flaps 30. Down on the,Conversation
com 1 this is our active frequency this is our standby frequency. Charles has,Conversation
just checked in with Jetta control on 1344. I'm monitoring on the right box,Conversation
As mentioned we got a backup FMC on the side this is our rudder trim,Conversation
got the circuit breakers again something you'd have a quick check over when you,Conversation
our functions available we can look at the airport map for our departure,Conversation
destination we can we calculate our performance on here we do have a company,Conversation
available here this is showing our departures. Now we're en route I'll start,Conversation
to add some on route alternates here get the weather and check the runways,Conversation
Mediterranean. Other controls in the flight deck this is the tiller we use,Conversation
takeoff via Lima 1. And so we have a stop margin of 741 meters. Engine out is straight ahead.,Conversation
"flaps 1. And 138, 138, 139. Yeah, perfect. Green dot 210. Okay. Yeah. Perfect. Yeah.",Conversation
"cleared via the Doordenainer Tango. Yeah. Departure initial climb will be 5000 feet,",Conversation
"Okay.. Okay, go back.",Conversation
"Okay.. Okay, I will do that then. ",Conversation
"Okay, sounds good.",Conversation
Everything is ready,Conversation
Everything fine. How about you.,Conversation
Everything fine.,Conversation
"ok, good. good, Christian",Conversation
It is al good now,Conversation
Yes.. Set standard.,Conversation
Connection.. Delta.. Okay.,Conversation
OK.. Interesting.. Still no ice.,Conversation
Delay.. OK.. 3-2.,Conversation
Almost the same like in Düsseldorf,Conversation
"Luxembourg?. yes. ok, very good",Conversation
"To the right, to the left. Left is good",Conversation
Hangen Air Force 272,Conversation
and Luxembourg to the right and straight edge is already frowned,Conversation
"Coming together, yeah",Conversation
"no problem. no problem, selected",Conversation
"No problem, everything seems fine",Conversation
No problem all seems fine,Conversation
"CAP, good day, Lenshine",Conversation
"Good day, all. Have a nice flight.",Conversation
"Good morning, have a nice day",Conversation
We are restricted to 2 minutes after unblocked time to shut down the APU,Conversation
"I can ask if we can fly our own speed or what we have to expect, I think 160 to 4 and  160 to 4, 190 to 9",Conversation
"Oh yes. yes, yes, perfect, carwalk",Conversation
